,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
276,vermieterin,vermieter,wohnung,symbol,ja,schmidt,willi,schloss,schon,ungarn,y8gggzgfssab5i3mwqw_da,vgwtwb0q_04a,hib4mkmha,sophie,wurde,schlüssel,frau,schenkeln,ybrcr_tpf6g9z04s44kk5a,drehende
277,frau_kapuze,willi,sophie,papier,frauenbild,anerkennung,ravensbrück,8og,_sjjwlbvgn8dp269bg,frauen,scholl,graf,rose,hartmutjannis,geschlechterrollen,offensichtlich,hätte,gruppe,inge,belege
278,sophie,helden,tbnqfmek6tzjinaewqyw1w,susanne,liegenschaftsamt,übermut,hirzel,dezember,frau,mut,daherkäme,samberger,pistole,menschen,vielen,leo,mutige,starke,radikale,hitler
279,hirzel,2kyyigisrxfwfwfool2iaq,hans,hansi,sophie,scholl,qzaxv7k0,2deock7vinl2q,inge,ja,hib4mkmha,vgwtwb0q_04a,rose,f9ptedclyvhlrzvtypwuzw,xtz8vypqa,8muigzqt0ir7,sztójay,planungen,februar,schon
280,konzerte,musik,konzert,swing,inge,leist,klassische,ja,dushmhs3yfqqwu8eh0tiga,ilcq_dtfh,wx4httef6rcg,rundfunkprogramm,jazz,stücke,goebbels,nlh5lsxie427kjxemyrw,feldpostpackl,musikrichtung,00,wurde
281,griechenland,italienische,liegenschaftsamt,italienischer,rom,papier,huber,juden,05,helligsten,sinterklaasfeest,entwenden,fijn,vorläufiges,einheitliches,bz2yzeq4bpqw,9gxmtzpnn,259,gesamtgebiet,einzelperson
282,traute,fleisch,schwarzmarkt,ckacr7w7hp_ca,1_xbpbou,lafrenz,lebt,wurst,lebensmittel,lebensmittelmarken,171,unerlaubten,rationiert,unerlaubte,herunterzuspielen,5z3wmhvbu_vvizfsaawh3q,normann,l2ei3_gfuz0wbzykg,besorgen,qp
283,briefmarken,fritz,sophie,wtjmbu6l7ldmlm7snvg3jg,okscdhi_knrhw7vhi6vhnw,hib4mkmha,vgwtwb0q_04a,lila,benötigten,mengen,scholl,blütenblätter,ok5vu5swzcjd_q,f6iq3z_,2001,9ze_e8htaybx6dn5v4o_ka,postamt,innen,wurde,hochverrätischen
284,eccav4qdee,7wxhktn8hya,sa9cf9sufijm8szivmnhww,vergleichen,vergleich,maßnahmen,verstellt,plattformtypisches,finanightmare,wissenschaftlich,frage,ns,situation,element,verfolgung,harbor,pearl,demonstration,waisen,dushmhs3yfqqwu8eh0tiga
285,kapelle,harnack,rote,boysen,schulze,arvid,mildred,harro,roten,wurde,coppi,libertas,gruppierung,fish,organisation,widerstandskreise,funker,scheliha,falk,dushmhs3yfqqwu8eh0tiga
286,wärmflasche,schlüssel,vermieterin,schloss,leipelt,ausgesperrt,generalgouvernement,vermieter,ja,katharina,frrhxnab6ksj6cducahm9g,1vdjnfec1vpuqp0jnnl4oq,siebhirn,schon,schusselig,heiß,mieter,sophie,metall,mal
287,ilovmxfsufxucutx3varsw,makeup,traute,punkte,reichskleiderkarte,hamburger,lafrenz,gzrjxl6ldrhlx7vtrwvwyw,karte,rose,7hvgkcjww2ya_wvl4thciq,leipelt,kucharski,weißen,kleidungsstück,pullover,wurde,kauf,nzq46yzd3_xxpwm4xm2xtg,lichtwark
288,weihnachtskerzen,kirche,gottesdienste,kerzen,ursula,auswanderung,ablehnende,st,ja,haltung,gottesdienst,gebet,zunehmender,pd1hy_xabxdad_gzz9acma,2k5fuewbx9gh6wdanhgr1g,reife,sophie,ruhe,juden,gegenüber
289,schild,jüdin,monaten,rap5phxilvnkac82apzvfa,mietshaus,unehre,judenkolonie,riesenblase,ausgehoben,befriedigende,zusammenkamen,leidlich,hausglocke,allabendlich,etagenwohnung,aufgestochen,bekümmerte,vierstöckigen,moniert,tüchtiger
290,klingenbeck,grimminger,wurde,echtzeit,eugen,scholl,sophie,i6eys2fg9uwtcoxv7mpuqg,hans,grimmingers,teamsoffer,rose,flugblätter,mama,geld,wurden,vgwtwb0q_04a,hib4mkmha,jenny,jüdischen
291,fritz,h6cg,_yfivwk9a8blociys,adresse,sophie,briefe,brief,päckchen,jvl3swwgr84argw8h1xxnw,immer,verdun,postamt,975,krieg,hässlichen,i6eys2fg9uwtcoxv7mpuqg,oma,giusy79_,geerbt,jacke
292,schmetterling,traum,traumdeutung,000,freud,traumdeutungen,raupe,deuten,leichtigkeit,träume,fromm,freiheit,juden,symbolik,sophie,greueltaten,schmetterlings,arbeitsunfähige,hokuspokus,sterbende
293,sikusyj8gcv8xmc,wylwqq,rauchen,ftbdaclkiww,iukraddyva,flugblätter,geheimsprache,wohnung,zigaretten,gn3yd2zff0nnojj_xrba,bewusstes,versandt,stoßen,uzki4ac6r94gv5tw6exgjg,teamsoffer,fürs,rww9gejbzaumevaqj6ihiq,hib4mkmha,vgwtwb0q_04a,durchsuchung
294,69qwxjfar0ha81yuy1y8zq,dushmhs3yfqqwu8eh0tiga,sophie,gestapo,schloss,tl8ww,3vwtw7cfy2_ksnhi,wohnung,witwe,gut,angst,verhört,folter,hans,fisch,vermieterin,geraucht,rechnen,privatwohnung,ausgetauschte
295,montessori,pädagogik,scholl,unerfahrenheit,fröbel,gust,j73hyfzen1cubwdvddktiq,fehler,sophie,hans,probst,owmanvsqgchiolmdvybsca,widerstandstätigkeit,engen,freundschaften,christlich,ns,ungerechtigkeit,christoph,machten
296,nationen,vereinten,alliierten,lkkrwls,xywbwoh7qrnjjq,blankenstein,zeitungen,vy59rwhsurxw8dd0eyoyea,englische,telegraph,0uiwfoycq4emmnpxzrkraq,weuei48sa4cvookeamgczw,32ebyl4d1kthqhqsctrvkq,holocaust,deutschen,daily,van,10,ahnungslosen,medienmagazin
297,szenario,niederlage,wunsch,ja,fritz,sieg,wünscht,xfwdijqwxbpr0rdt8ipjnw,fenxp9fzk8dolid1yagyoq,kriegsgefangenschaft,9ctoomwmnczbtkla66nemw,f2lecmfetypvgbtzm9u4yq,6vwxs3gyw,aenuyml0,c3d,haltung,wünschen,weihnachten,frohe,projekt
298,gasmasken,angriff,gasmaske,maske,masken,angriffe,alarm,sophie,the,erlebt,volksgasmaske,gas,fjvlvjd1jlaeu5ntvua,gab,of,hall,giftgas,to,münchen,angst
299,weihnachten,anhalter,klappt,fahrkarten,vwel86acslm_cszextkelw,harnack,xaejklnqjlbqc4gj,2h,karten,gq,coppi,morgen,like,sophie,ergänzungen,familie,reichsbahn,arvid,g3_vuu16imgn_keubethtg,likes
300,weihnachten,familie,frohe,weihnachtsfest,besinnliche,wünsche,verbringen,zeit,genießt,tickets,feiertage,freue,jahr,feiern,weihnachtszeit,feiere,zusammen,reichsbahn,gesegnete,schöne
301,weihnachten,heimat,ulm,km,familie,weggezogen,lebe,frohe,hause,jahr,schaffe,mal,gezogen,weihnachtszeit,fahren,ich,fahre,feiertage,_3jh0wrg1egfg9e6qu7fqg,schöne
302,weihnachten,lametta,weihnachtsfest,gebügelt,frohe,geschenke,baum,fest,frohes,1avwudl4xcorypbvzzi3ua,geschmückt,heiligabend,wünsche,bescherung,julfest,xfpulli57cfuc5r29ipwog,jahr,familie,genießt,feiern
303,weihnachten,weihnachtsringsendung,frohe,sendung,zdvwbw5xeuw,80rxby2wvz,stalingrad,stille,soldaten,dushmhs3yfqqwu8eh0tiga,singen,dxcxigkbljzfkroup7vxsw,manü,vati,uyf6sp_dra4qbz_3adlgba,h7kmzutymvssnfvg4fw_aw,aufnahmen,nacht,weihnachtslied,gesegnete
304,weihnachten,frohe,sophie,4wo4w,um2yniw_u6wwxszx,z7__8tj41m0kzi9la,dcnor9kiipf5kcsuv9betw,kwyh,gesegnete,rykv5hsdiqjdhorjv4dsgw,immer,weihnacht,wc6xhgpiukshbf7xq20zdq,weinen,sbo,ixehnp1illqxg4ifw,feiern,fritz,front,leid
305,weihnachten,vermisse,sabotage,fritz,meine,1auah4b0gkverrp2pntjgq,wünsche,letztes,dv6ufyroauak6dupimmglg,hartnagel,gestorben,feiern,frohe,ja,familie,jahr,rz8w5tspstfnqgi_mstnla,infanteriebataillon,dce1dunpozxygynyxplvxg,menschen
306,weihnachten,feiern,bräuche,julfest,christkind,weihnachtsmann,ja,germanischen,holle,christentum,christlichen,kirche,christliche,weihnachtsfest,jesus,usm_wg,9jz_soq_fil71gs,nikolaus,zeitschrift,geschenke
307,eyqz5q19sc2yjxv3vztdog,alliierten,gasmasken,bildlich,englisch,otl,englische,durchgeführt,befindet,weihnachten,nahelegt,wash,gelbsuchterkrankung,postille,183ff,tonaufnahme,einstimmen,giftgasangriff,giftgasangriffe,lerntediese
308,gisela,lisa,schertling,krauchenwies,weihnachten,freundin,bevo,sophie,treffen,lisas,scholl,freunde,ja,treffe,hans,maßnahme,lkerung,thehadestation,zeit,pulli
309,kohlenklau,sophie,brettspiel,druckluft,kohle,energie,frieren,to,hohnhausen,lagerärzte,kohlen,bergbau,benzin,him,jagd,scholl,hib4mkmha,vgwtwb0q_04a,jgrz7zl1cat0rhksiv_upa,quartett
310,seelenheil,gott,liebe,sophie,sexualität,strafbar,fritz,sex,geschlechtsverkehr,vgwtwb0q_04a,hib4mkmha,ja,verspielen,jesus,willen,prostitution,bordellen,praxis,6vwxs3gyw,c3d
311,silvester,familie,freunden,jahreswechsel,jahr,feiern,feiere,neue,k_dw,rutsch,tphkvkyyywuo,qjrz,c72vvqqfthbtpqky4dqkfg,freunde,ausklingen,spieleabend,pyramide,weihnachten,ruhig,gefeiert
312,fritz,brief,hartnagel,sophie,willi,foto,musik,rudi,scholl,gebiet,briefe,owmanvsqgchiolmdvybsca,graf,30,1942,bald,abgedruckt,12,geistes,schnee
313,schrift,frakturschrift,fraktur,verwendung,schwabacher,frakturschriften,rutsch,mi9h0qy,jänner,ekri_6m6zwbzsq,völkischen,januar,gesundheit,wünsche,fischwirtschaft,nationalbibliothek,beobachter,aussiedlung,kg,polen
314,fisch,trigger,kmaoph8ttqrgqlqkyufawa,triggerwarnung,karpfen,triggerwarnungen,ausnehmen,ausgenommen,fisches,snowflake,gc3dgxsscg,9nmdb0wfxep,k0mzymg5qborhjnua_dlqq,xh1q7sqrxvfo6tedwjj0tq,ja,küche,getriggert,menschen,ärgern,hervorgerufen
315,frohes,neues,jahr,silvester,schnee,geschlafen,neujahrsspaziergang,neujahr,wünsche,bett,januar,friedlichen,sophie,halb,spaziergang,abend,verbracht,juden,30,generalgouvernement
316,ekwa,59ent3kp1df,ntdzu,dkiswr3kiwwakxj9qqai,eywecpwibjuvehrzcpq,v2,sophie,endet,enden,leben,y4mfhikg6b4t03pnzxnxyw,erspart,ntqinxwa1zrmujoc3mifkw,krieg,wünschte,geschichte,rose,hätte,dushmhs3yfqqwu8eh0tiga,zeigen
317,krauchenwies,gisela,sophie,zigaretten,nichtsophiescholl,hans,schertling,karte,reichsarbeitsdienst,rauchen,frauen,arbeitsdienst,scholl,55,einbeziehung,beziehung,sigmaringen,1941,jahreswechsel,münchen
318,festland,einerheikeganz,geschnulze,zweifelich,schwimmblase,drstell,schnulzig,auszunehmen,karpfen,brav,lesbar,großbritannien,untertitel,eindrücke,angebot,grandiose,gedrückt,bewegende,europäischen,lg
319,51,dxaptkfw7zwepnol5dynbg,zdkflxomqupzyuwhkvwxtg,sophie,yehctlj7ocaskopl2t9fhq,mutters,klimawechsel,liebesdienste,entwöhnt,immer,selbständigkeit,gewissem,alleinsein,darm,genossen,scholl,querdenker,ausgehe,anständig,gqecgfzma0y7tim1xond1q
320,rauchen,zigaretten,frauen,raucherkarte,alkohol,ungesund,tabak,raucherkarten,rauchverbot,verbieten,verbot,gesundheit,entscheiden,schädlich,raucht,ja,geraucht,kampagnen,schwangerschaft,wr2wnm
321,fml79j,qdvdmnqapnwk,fq,flugblätter,drucker,l8psgoqdub92po1uiwjuxq,zzeewjeneoraeqxaycq3sg,roto,zfjl31hxorlmfvwzzijvog,1943,matrize,modell,kopierer,apparat,vervielfältiger,wien,vervielfältigungsapparat,angestellt,drucken,hätte
322,traute,lafrenz,vervielfältiger,rm,4oezsh6jq,drwususals9g,240,flugblätter,gedruckt,iv,z8bwnhnfvbnqwc_r9zssua,61047,elitedenken,rose,gebildete,wider,102,reichsmark,vi,verhoerprotokoll
323,adressen,flugblätter,flugblatt,briefmarken,sophie,geld,wurden,empfänger,riskant,georg,widerstand,lkuwbzruyzdycuq8wcpwgg,großadmiral,inbfjmyetjqnittcke5uia,rose,teamsoffer,fmckwrkt,szwkd5a,7xahn,sondermarken
324,plakat,kunst,sabotage,plakate,künstler,propagandaplakat,dix,propaganda,sophie,m0rpmdradkgdybbcvwc_vg,ja,gruselig,krieg,otto,bild,städte,werk,sander,finde,haltung
325,willi,graf,siegfriedstraße,sabotage,blume,umtriebe,knoop,logo,vorbemerkung,entfremdung,verfassungswidriger,anneliese,bündische,willis,nazipropaganda,hans,hast,bündischer,verhalten,einsamkeit
326,besserung,schlaf,traute,onkel,schlafen,trautes,ruhe,körper,hilfestellung,lafrenz,ausgeschlafen,102,ausruhen,rose,bett,wien,l8psgoqdub92po1uiwjuxq,84qlu8sgfpt7dwf6plizkw,sonntage,zruiugbnknp_c4nff9lpqa
327,maßnahme,schertling,35klzq4uffg9i5b_gxj9rq,gisela,the,rumänien,müßte,of,reichsarbeitsdienst,bewirkt,what,dritte,are,schertlinstrasse,treasurewas,gsie,bildwach,bindfäden,konntegeht,russians
328,1931,münchen,aufnahmen,gisela,aufmarschplatz,1860,tsv,königsplatz,platz,e_tdpusgrrluqtruw0dprq,nsdap,schnee,grau,1933,maßnahme,architektonisch,ehrentempeln,vereinsgeschichte,umgestaltet,hans
329,52r_q1uhr6dydrljrdv8kq,auffangen,fallbeil,respektlos,scheisshalloes,5af7xoep5i1iawlyaksiaq,ü12,6dq,aw7ae4_k8wahu_xong,4psozsuzzkfcw_5hcqyn7w,habenverstehe,demonstrationszüge,dürfen,verwurzelt,ungut,erfahrt,bitteschön,aufbaut,planungen,geachtet
330,grünkohl,pinkel,gisela,qenx0vh8e11czc4bdmukvq,norden,kochwurst,kohl,kohlkönigin,c9wnmscs89pudrajrnst5w,oldenburg,oldenburger,leipelt,wurst,bremen,nöt,bregenwurst,knipp,koop,hans,eickemeyer
331,sophie,opz0334cndd347q5qywrow,verbergen,angst,geschichte,flugblätter,studierende,projekt,pmwricxb9bfpiyvlkbntva,kollegium,studierenden,flugblatt,februar,ende,januar,endet,teamsoffer,wurde,11,seid
332,nc4dpglwe3mk48lqpc32sq,sophie,xhfiamkgij3sslkqedip2q,kapelle,wurde,harnack,scholl,projekt,weiß,hans,naiv,coppi,mildred,hinrichtungen,leugnungsstrategie,schon,tag,geschichte,angst,flucht
333,gisela,allach,0mzwsftywj5tr0m4alqxpa,schertling,dachau,bmw,wildau,münchner,katechetin,konzentrationslagers,000,1943,märz,heusler,machbarkeitsstudie,ausbildungen,belehre,organistin,anstaltsleiter,lindwurmstr
334,gisela,vorsichtig,harnack,falk,naiv,uhr,ja,8nono2pdt0yydl,4rkawtw,frauenschaft,jüdischen,freundschaft,zweifel,trauen,sophie,5plfturab14u2zx7ouimuq,dicker,viele,menschen,innen
335,yk8tcgzwkqcmdmzgh34kag,kodj6hrovmdf4etelfknjw,mutig,cn86h8iuwdwteoirtj4nda,hermine,7bpyhv7nhelkgqtprovdqg,the,sophie,dyteahp8wuvg,mdwsxvjw1,lesser,rohingya,mut,straße,nesthäkchen,7b0mgawjfcfmao0qor7hig,willi,ja,facebook,wäre
336,studentinnen,frauen,nc4dpglwe3mk48lqpc32sq,dänemark,juden,04,dänischen,gau,ja,oberbayern,tagebuch,giesler,menschen,wurde,6vwxs3gyw,aenuyml0,c3d,schon,willi,medizin
337,zd9gl2bg,jwplmipm0o52s,vorlesungen,casablanca,nr,crosykmjqwwi39pzvsfa_a,konferenz,roosevelt,churchill,plan,huber,1hwvix_ispicwyvstumbug,regularly,tjfjaiggi_u0cftiew_xaq,attract,attend,professor,student,0210ymhcecrvpgd_moooow,lectures
338,hamstern,klopapier,vorrat,zimucn2yw0ormbvyskd0ca,nudeln,hamster,plakat,frauen,wurde,hamsterin,weltkrieg,vorräte,männer,toilettenpapier,misogyn,immer,ja,horten,7wcuwxmccmz0rgvpvdrchw,schon
339,flugblatt,juden,flugblätter,neubesetzten,sophie,wortlaut,eingeweiht,gebiet,staatsangehörigen,aufgaben,bpb,rose,französische,pl5tv5n8zgqbsjludjkuqa,lichtschein,augenringe,flugblättern,000,217,53l4qauob25zchcaamfpig
340,harnack,arvid,anständig,intelligent,636,falk,mildred,transport,nummern,häftlinge,dezember,nazi,verurteilt,87168,87378,unterschreibt,eingewiesene,ukrainern,88344,menschenwürdig
341,udgbxvlmt2okhqabtnbr0q,sophie,mjvyv9lb3hu1kwc0hmogfw,marseille,flugblatt,menschen,hans,flugblätter,rose,qp3iapsdtkjsazz35x6uig,scholl,januar,gibt,etwa,bekannteste,17,auschwitz,hervorhebung,1943,ja
342,homosexualität,175,lesbische,homosexuelle,frauen,paragraph,vnfwt5vfttqiinapvdad0g,paragraf,1994,handlungen,wurde,männer,befremdlich,bundeswehr,stgb,brd,männern,vejzmwi9m5ohf6wcca68lg,strafbar,thema
343,marseille,fritz,1943,hartnagel,sophie,18,nfge2raw,oj_n24tlom108,sterne,680,125,162,588,386,auschwitz,usf,bereinigung,81,menschen,scholl
344,fritz,sophie,vrxzqmvtdc_cwbmja,dhq8,paulus,elisabeth,wurde,kfxymbwzq1lts4mkmb3wqq,scholl,plattformen,ehrenarier,4ewnjeoc1f0g0zmwbwak_a,3v08ic4qdhg8knx5wg,viu,stalingrad,juden,jud,eid,4j45abpfz6jguzm3weh8va,post
345,swing,stalag,vii,memmingen,kids,verhört,hirzel,memminger,romanzen,gestapo,rose,gefangene,flugblätter,frppy9bmdq2deqnyq,6y2f,errichteten,sophie,hansi,scholl,hze7x9py
346,gisela,netiquette,hans,traute,schertling,werbung,accounts,ja,lm1juczmv2vasxwvl9fl5g,pauschale,gestapo,lafrenz,mitwisserschaft,teamsoffer,nlifdppjsdpd5jlmgvdfva,wurde,scholl,rose,vgwtwb0q_04a,hib4mkmha
347,emotionalität,flugblatt,bildungsprozess,sophie,flugblätter,projekt,geschichte,scholl,j3hemmgo78vpn_vydd7pia,ttomr9n7dtzu6as1p5l,demokratiefähigkeit,hans,haecker,personen,vgwtwb0q_04a,hib4mkmha,1943,wurden,rps1ojomxmisxwibmag,befähigung
348,kopfschmerzen,hilft,yi0zx0r1bxafdq5yx,tu0w,trinken,schläfen,frische,luft,pfefferminzöl,kaffee,sophie,anspannung,wasser,tee,spaziergang,zitrone,besserung,ruhe,pervitin,ter
349,karcz,aumeier,jan,sieg,23569,landsleute,tribunal,v23,auschwitzprozess,schutzlagerführer,oberst,polens,390wurde,kavalleriedepartements,auslieferung,krakauer,gbsqa2awgrfhlhrntpgfdg,glaubt,nationalsozialismus,61025
350,schnee,aufnahmen,monopterus,berge,englischen,garten,auschwitz,juden,judenmaßnahmen,eingewiesen,rijdqzkmuqkev6xwoyvt1w,häftlinge,januar,gaskammern,staatsangehörigkeit,1943,sd,abteilung,nennungen,schlitten
351,liebe,gisela,casablanca,widerstand,hans,konferenz,1943,roosevelt,churchill,wichtigste,eingewiesen,alliierten,frauen,leben,auschwitz,probst,männer,januar,stalin,aenuyml0
352,kondome,frauen,abtreibung,gisela,fromm,verhütung,fromms,wurde,kinder,sex,mütter,kondom,wurden,abtreibungen,lebensborn,ja,irma,hans,175,kindern
353,frauen,camelia,ehe,menstruation,ddadg,wa3j1l5oth4ljkju,ehetauglichkeitszeugnis,litt,tampons,unfruchtbar,wurde,frau,aenuyml0,6vwxs3gyw,c3d,sport,unfruchtbarkeit,periode,ja,regel
354,studierende,xwiowgpclhjgrs3rlvkfnq,rafael,gisela,dohrn,kirche,1943,verplaetse,studierenden,harald,revolutionär,cousin,vxtivmbjnzslx_e081ikhq,auschwitz,josé,januar,katholischen,satzung,alexander,27
355,flugblätter,yea27llfpyl2hk0lszgxgg,sophie,alexander,ja,rose,1943,wurde,xfpulli57cfuc5r29ipwog,mehr,scholl,vorlesungen,angst,schmorell,graf,huber,bdq4gbac2eiath4ov0_dtg,ngzg9gtzqcuabva8fkpvsa,januar,28
356,alexander,schmorell,2hxfnaxwrpmrazyvw0gopw,finnischen,heiligsprechung,orthodoxe,flugblätter,c5pkleve_ti6yqphz3db9q,orenburg,ja,mechanismus,fremden,neaw,vtrow5qeot1i5fp5y,gehorchen,29,freunde,1943,alex,widerstand
357,januar,brand,stadium,goebbels,zersetzung,518,schichtträger,auschwitz,the,1943,week,english,geruch,98151,ofw0pnt_dueokbmw4fwc8a,73ceppfdvjg9mitgf34eeq,97825,flugblattentwurf,frauen,filmmaterials
358,christoph,probst,fritz,stalingrad,sophie,krank,menschen,krieg,opa,rückzug,scholl,rjpjwzk,cmd12zilaw2kgw,ja,hans,gefangenschaft,schichtträger,ill3ovfqk1yn_ebbhjjdbq,wurde,januar
359,meth,pervitin,drogen,panzerschokolade,methamphetamin,crystal,alkohol,soldaten,droge,pillen,nebenwirkungen,abhängig,rausch,mittel,schokolade,wurde,wach,speed,ja,3qukqsfuw
360,pervitin,meth,drogen,ritalin,substanzen,droge,hzim7kodoe8807fbzaripw,ja,spritzen,methamphetamin,wach,tabletten,falk,lexikon,sophie,crystal,abhängigkeit,predolin,krings,biorhythmus
361,sophie,brief,kleid,fritz,scholl,lina,vgwtwb0q_04a,hib4mkmha,bb2qrp,5o,fi2b_yq9da5q,schal,ja,hosen,lazarett,magdalena,vielleicht,rt07sroabud5rkpwg3e0pq,foto,belanglos
362,kartoffelauflauf,bratkartoffeln,kartoffeln,kartoffelbrei,kartoffel,lecker,eier,rührei,kartoffelgratin,kartoffelschalen,sahne,mahlzeit,kad6bvcekv0wsut4ljg31g,spätzlesuppe,zwiebeln,lebensmittelkarten,klemperer,bauernfrühstück,gratin,tortilla
363,stalingrad,99gaeocy4uan80alirxf1q,1943,soldaten,heldentod,februar,armee,kriegsgefangenschaft,tripolis,rose,krieg,priester,entlastung,paulus,konnte,200000,januar,000,morgen,ja
364,münchen,klotz,mitbringsel,1943,nieder,februar,haecker,christoph,02,sophie,mutter,probst,elisabeth,scholl,schon,briefumschläge,vielleicht,hans,streuaktion,flugblätter
365,a5i4gpqziestpwhmdyqdaq,1943,instinkt,haecker,februar,sophie,väterlichen,scholl,selma,eltern,flugblätter,vater,elisabeth,bruno,ja,hans,gibt,robert,irene,augsburg
366,beipackzettel,1nbsfognnbwvu9ekvtbnjg,nebenwirkungen,frauenlager,nvkae1xxjosdi7av4n4ynw,konsums,schädigung,ufkccljkkmo71otdczimea,vorahnungen,probst,birkenau,appell,auschwitz,gaskammern,februar,handlungsweise,häftlinge,weiblichen,ulm,ss
367,studierende,scholl,vater,robert,epttemlbvcvdxjdxylvjiw,eltern,sippenhaft,familie,ulm,zeit,sophie,ja,akten,lehrende,auschwitz,studentischen,bruderhof,xwiowgpclhjgrs3rlvkfnq,konzentrationslager,häftlingen
368,lachen,witz,humor,milch,schlagsahne,kupavadk5f_tggy,i8qm0g,witze,es55a_3oyz2revl9wqfatq,sophie,hitler,ja,rahm,lkepy,flüsterwitze,ecoxd22u2jfflpag,b0uu0fqsjwn2jluxpm9mxw,vgwtwb0q_04a,hib4mkmha,8ejymnciq
369,sophie,eltern,scholl,ja,robert,gerichtssaal,bereit,gefängnis,hib4mkmha,vgwtwb0q_04a,hinrichtung,1w5f35cre6ph2jtkraeeuq,a1yrrvwbnoxbnxurl4znxq,wvqxphh7e1l60ft1mngf2w,menschen,hingerichtet,gänseblümchen,teamsoffer,hätte,tag
370,probst,katharina,christoph,katja,7vos7wdawq9hlby1xngxxq,leben,kinder,559ilhvrifjhmczx6mdalg,_thnzpbupdextj8ora7zew,tochter,ja,christls,wurde,werten,glückwunsch,scholl,nr,nachfahrin,michael,probsts
371,traum,traumfresserchen,sophie,träume,immer,e78phkt94hjpcvsm3dkofg,kult,geschichte,alpträume,albträume,hilft,schlussstrich,ja,nr,schlaf,gedanken,albtraum,menschen,i6eys2fg9uwtcoxv7mpuqg,angst
372,fritz,rauchen,lemberg,sophie,gehrts,tvkxjysm8wwm3mqpzufabw,hartnagel,wurde,0jdtzzageuwpjpx,m8l_mq,tag,erwin,zigaretten,traurig,kräuterzigaretten,pi_w,sdiee2urg16yol,fahr,vgwtwb0q_04a,hib4mkmha
373,zipppyimwfhrafefxecyqg,byhivutlueprgvdeiorj6q,schablonen,mamlock,pervitin,rauschgift,digjwovcowuqkuyi6kbulg,_3jh0wrg1egfg9e6qu7fqg,hans,wohnung,atelier,substanz,vn0rf2jgfhepmdhmd72ywq,iuuinphhnnh3lvrtqrys5q,leichtsinn,rose,beyer,nieder,harnack,einfach
374,flugblatt,sophie,studierende,scholl,rose,wohnbezirke,studierenden,ehre,the,ortschaften,yy72zr8,mnjwvjtmsas68b_edo5nsq,_utcvvxfw4kjag,freiheit,jahre,aussiedler,ja,volk,wurde,danke
375,marie,aussiedler,wohnbezirke,ortschaften,patient,sterblichkeit,mußten,juden,jüdischen,arnsdorf,landesanstalt,telefonistin,maries,großschweidniz,dresden,kälte,wächst,beträchtlich,unterhalt,außerstande
376,sophie,scholl,projekt,cato,freitag,vh6cvd3rj6bnmdwbnmvwww,wurde,arbeit,mehr,ja,kapelle,geschichte,rose,immer,kunke,evaluation,stefanie,zeit,oqtg,6yeeiojuzf7ka3f4o
377,rede,g4budkejws,okc6lvalmxg,rtkdrcghdiu1dx2zomgzlw,uhr,freitag,skifahren,erbe,goebbels,nachfolgenden,redaktionelle,ideale,endet,setzten,teamsoffer,sophie,leben,spannende,beiträge,beeindruckt
378,urlaub,fahrt,sophie,hätte,leben,egoistisch,skifahren,ja,menschen,flugblätter,heute,missstände,37fui5rkzwhiw,oi301ylu,nein,verteilen,drwfvcjkz7wvzky8o2kkeg,schmid,owmanvsqgchiolmdvybsca,lenchen009
379,sophie,geschichte,ringel,j73hyfzen1cubwdvddktiq,freitag,mehr,danke,rvpobs9aqcnpzzxgwfhzqq,schon,1943,mildred,dank,vielen,goebbels,macht,rede,leben,urlaub,lebendig,scholl
380,aktion,aufgebracht,aktionen,brief,morgen,sophie,1943,februar,16,scholl,02,immer,ja,liebe,hypothesen,rede,menschen,scholls,lisa,wende
381,morgen,projekt,danke,geschichte,2pwjbzitjpubxe7jslf8cw,angst,sophie,ich,habt,geschwister,kanal,k_nqooky0f4i4bvhwmer7q,traurig,immer,berge,herz,leben,vielen,rose,schon
382,projekt,morgen,sophie,teamsoffer,verhaftung,danke,scholl,feiwgizryrvjg0wgzaeijw,geschichte,flugblätter,aktion,hans,kanal,geschwister,uni,arbeit,dabei,rede,heute,redaktionelle
383,danke,projekt,sophie,geschichte,vielen,feedback,dank,tolles,habt,teamsoffer,dabei,scholl,menschen,tränen,schauspieler,tolle,story,heute,mehr,arbeit
384,projekt,danke,geschichte,sophie,dank,vielen,scholl,probst,christoph,account,menschen,hans,arbeit,tolle,gestapo,zlomltostkw0p,vwcuddq_ra,2uxpo8b7u__,q5rqfrew,dabei
385,gcrda37hy1gim6fp_wfr3a,projekt,geschichte,sophie,fejmbfvmdha1nl0lihktjq,danke,scholl,mcyikrfpyi5q,ovcwrrs,wurde,vielen,dank,ja,habt,arbeit,56tqnb65tmud_,ygl,escw,hans,teamsoffer
386,projekt,sophie,wurde,scholl,rose,freiheit,danke,geschichte,zeit,ja,christoph,vielen,s8rqm7mdbbcz6ji6ptcj2g,fhsh67qgk6avlxf8byeeda,ms9aihzdxo1efw0ktinfiq,weißen,menschen,anklageschrift,schon,dank
387,sophie,scholl,eltern,ph,gnadengesuch,projekt,sofie,lina,danke,urteil,fritz,wurde,christoph,teamsoffer,vgwtwb0q_04a,hib4mkmha,hinrichtung,vielen,geschichte,dank
